data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_attualmente_positivi,nuovi_attualmente_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva
2020-03-15 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,72,28,100,28,128,22,6,3,137,1419,112,25,4,2,2,1,14,14
2020-03-15 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,2,2,9,11,1,0,0,11,208,10,1,0,0,0,0,2,0
2020-03-15 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,32,6,38,28,66,7,1,1,68,884,60,8,1,0,0,1,4,2
2020-03-15 17:00:00,ITA,15,Campania,40.83956555,14.25084984,73,22,95,201,296,53,28,9,333,2213,272,61,23,5,6,3,17,5
2020-03-15 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.3417208,1215,169,1384,1357,2741,392,68,284,3093,12054,2644,449,54,14,241,43,152,17
2020-03-15 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,98,12,110,206,316,45,17,14,347,3407,301,46,17,0,13,1,11,1
2020-03-15 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,223,31,254,142,396,76,24,16,436,8345,357,79,24,0,13,3,25,6
2020-03-15 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,253,66,319,174,493,109,33,33,559,1973,463,96,52,-19,27,6,62,4
2020-03-15 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5500,767,6267,3776,10043,984,2011,1218,13272,40369,11685,1587,1660,351,966,252,732,35
2020-03-15 17:00:00,ITA,11,Marche,43.61675973,13.5188753,521,98,619,468,1087,224,0,46,1133,2946,899,234,0,0,36,10,93,5
2020-03-15 17:00:00,ITA,14,Molise,41.55774754,14.65916051,3,4,7,10,17,0,0,0,17,248,17,0,0,0,0,0,3,1
2020-03-15 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,50,4,54,145,199,29,0,5,204,1497,173,31,0,0,3,2,7,-3
2020-03-15 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,73,19,92,275,367,168,5,6,378,1006,206,172,5,0,2,4,12,7
2020-03-15 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,726,171,897,133,1030,216,0,81,1111,4375,873,238,0,0,59,22,150,21
2020-03-15 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,116,6,122,90,212,56,2,16,230,2017,166,64,2,0,8,8,6,0
2020-03-15 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,16,0,16,59,75,28,0,2,77,613,47,30,0,0,0,2,0,0
2020-03-15 17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,56,15,71,108,179,29,7,2,188,2452,156,32,4,3,2,0,11,4
2020-03-15 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,175,107,282,481,763,149,10,8,781,5132,630,151,10,0,6,2,87,20
2020-03-15 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,25,13,38,101,139,36,3,1,143,965,107,36,3,0,1,0,11,2
2020-03-15 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,10,3,13,43,56,15,0,1,57,230,42,15,0,0,1,0,0,3
2020-03-15 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,426,129,555,1434,1989,214,120,63,2172,32546,1937,235,107,13,55,8,119,10
