data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_attualmente_positivi,nuovi_attualmente_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva
2020-03-17 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,94,32,126,90,216,51,7,6,229,1688,176,53,7,0,4,2,37,-5
2020-03-17 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,5,2,7,13,20,8,0,0,20,262,12,8,0,0,0,0,2,0
2020-03-17 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,45,10,55,57,112,25,1,1,114,1293,89,25,1,0,1,0,7,3
2020-03-17 17:00:00,ITA,15,Campania,40.83956555,14.25084984,127,24,151,272,423,60,28,9,460,2685,400,60,28,0,9,0,22,2
2020-03-17 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.3417208,1566,223,1789,1615,3404,316,134,393,3931,14510,3522,409,88,46,346,47,197,26
2020-03-17 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,104,21,125,222,347,1,17,30,394,4958,386,8,18,-1,22,8,19,2
2020-03-17 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,314,44,358,192,550,78,34,23,607,9436,523,84,32,2,19,4,31,13
2020-03-17 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,299,85,384,277,661,86,57,60,778,2509,667,111,42,15,50,10,73,12
2020-03-17 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6953,879,7832,4263,12095,1234,2485,1640,16220,46449,14649,1571,2368,117,1420,220,823,56
2020-03-17 17:00:00,ITA,11,Marche,43.61675973,13.5188753,599,109,708,594,1302,117,0,69,1371,3225,1242,129,0,0,57,12,110,-1
2020-03-17 17:00:00,ITA,14,Molise,41.55774754,14.65916051,7,5,12,7,19,4,5,1,25,301,21,4,5,0,1,0,5,0
2020-03-17 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,71,11,82,200,282,47,1,8,291,2149,241,50,0,1,6,2,11,0
2020-03-17 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,107,22,129,239,368,1,10,7,385,1727,378,7,5,5,6,1,19,3
2020-03-17 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1378,206,1584,180,1764,359,0,133,1897,6543,1516,381,0,0,111,22,186,20
2020-03-17 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,155,14,169,151,320,108,2,18,340,3077,230,110,2,0,16,2,6,8
2020-03-17 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,36,4,40,75,115,10,0,2,117,1003,107,10,0,0,2,0,0,4
2020-03-17 17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,86,28,114,112,226,23,8,3,237,2916,213,24,8,0,2,1,20,8
2020-03-17 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,329,143,472,552,1024,183,12,17,1053,6727,866,187,11,1,14,3,107,36
2020-03-17 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,36,21,57,135,192,33,4,1,197,1323,164,33,4,0,1,0,15,6
2020-03-17 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,35,6,41,93,134,31,0,2,136,398,105,31,0,0,2,0,5,1
2020-03-17 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,548,171,719,1769,2488,214,136,80,2704,35478,2473,231,130,6,69,11,156,15
