data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi
2020-04-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,345,52,397,1403,1800,22,32,213,232,2245,20935,,,2213,32,211,2,224,8,54,-2,20667,268
2020-04-14T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,62,12,74,191,265,-5,0,35,19,319,4759,,,319,0,31,4,18,1,12,0,4545,214
2020-04-14T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,161,12,173,643,816,25,28,72,68,956,19014,,,928,28,70,2,67,1,12,0,18596,418
2020-04-14T17:00:00,ITA,15,Campania,40.83956555,14.25084984,618,82,700,2394,3094,32,99,415,260,3769,38094,,,3670,99,360,55,248,12,80,2,36770,1324
2020-04-14T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3473,328,3801,9977,13778,-40,312,4269,2705,20752,101896,,,20440,312,4007,262,2615,90,331,-3,99047,2849
2020-04-14T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,166,28,194,705,899,-408,38,1415,206,2520,31764,,,2482,38,973,442,202,4,30,-2,30941,823
2020-04-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1344,199,1543,2479,4022,102,143,789,300,5111,74650,,,4968,143,764,25,284,16,200,-1,72746,1904
2020-04-14T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,967,133,1100,2366,3466,101,212,1549,793,5808,24446,,,5596,212,1471,78,760,33,138,-5,23129,1317
2020-04-14T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,12077,1122,13199,19164,32363,428,1012,17821,11142,61326,214870,,,60314,1012,17478,343,10901,241,1143,-21,211092,3778
2020-04-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,937,106,1043,2052,3095,15,45,1603,728,5426,29160,,,5381,45,1588,15,713,15,108,-2,28379,781
2020-04-14T17:00:00,ITA,14,Molise,41.55774754,14.65916051,26,4,30,170,200,-2,0,42,15,257,2522,,,257,0,40,2,15,0,4,0,2522,0
2020-04-14T17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,177,39,216,1348,1564,27,35,406,214,2184,24457,,,2149,35,400,6,212,2,41,-2,24157,300
2020-04-14T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,325,54,379,1703,2082,2,15,749,310,3141,18774,,,3126,15,746,3,300,10,56,-2,18586,188
2020-04-14T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3395,367,3762,9293,13055,290,556,2708,1927,17690,71678,,,17134,556,2543,165,1826,101,379,-12,69170,2508
2020-04-14T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,611,62,673,1879,2552,40,53,288,278,3118,33071,,,3065,53,286,2,267,11,71,-9,31922,1149
2020-04-14T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,107,24,131,769,900,-14,10,158,80,1138,11893,,,1128,10,139,19,75,5,27,-3,11010,883
2020-04-14T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,552,53,605,1466,2071,21,43,255,175,2501,37877,,,2458,43,237,18,171,4,51,2,37311,566
2020-04-14T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1002,225,1227,5125,6352,95,137,637,538,7527,82269,,,7390,137,615,22,518,20,225,0,80889,1380
2020-04-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,127,37,164,458,622,-3,1,646,53,1321,18956,,,1320,1,643,3,52,1,38,-1,18740,216
2020-04-14T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,112,14,126,433,559,-23,20,270,118,947,3726,,,927,20,230,40,115,3,15,-1,3614,112
2020-04-14T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1427,233,1660,9076,10736,-30,181,2790,906,14432,208878,,,14251,181,2603,187,882,24,245,-12,203077,5801
