data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi
2020-04-15T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,341,44,385,1425,1810,10,29,224,240,2274,22500,,,2245,29,213,11,232,8,52,-8,20935,1565
2020-04-15T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,60,12,72,189,261,-4,1,38,21,320,5037,,,319,1,35,3,19,2,12,0,4759,278
2020-04-15T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,156,11,167,652,819,3,15,81,71,971,19662,,,956,15,72,9,68,3,12,-1,19014,648
2020-04-15T17:00:00,ITA,15,Campania,40.83956555,14.25084984,607,86,693,2394,3087,-7,38,442,278,3807,39534,,,3769,38,415,27,260,18,82,4,38094,1440
2020-04-15T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3388,325,3713,9864,13577,-201,277,4664,2788,21029,106149,,,20752,277,4269,395,2705,83,328,-3,101896,4253
2020-04-15T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,163,24,187,1207,1394,495,24,938,212,2544,33800,dc-IT-0004,dc-EN-0004,2520,24,1415,-477,206,6,28,-4,31764,2036
2020-04-15T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1342,196,1538,2509,4047,25,121,874,311,5232,75584,,,5111,121,789,85,300,11,199,-3,74650,934
2020-04-15T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,959,120,1079,2385,3464,-2,128,1665,807,5936,25793,,,5808,128,1549,116,793,14,133,-13,24446,1347
2020-04-15T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,12043,1074,13117,19804,32921,558,827,17855,11377,62153,221968,,,61326,827,17821,34,11142,235,1122,-48,214870,7098
2020-04-15T17:00:00,ITA,11,Marche,43.61675973,13.5188753,888,106,994,2103,3097,2,77,1660,746,5503,30329,,,5426,77,1603,57,728,18,106,0,29160,1169
2020-04-15T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,4,31,175,206,6,6,42,15,263,2855,,,257,6,42,0,15,0,4,0,2522,333
2020-04-15T17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,166,32,198,1378,1576,12,40,425,223,2224,25370,,,2184,40,406,19,214,9,39,-7,24457,913
2020-04-15T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,312,48,360,1744,2104,22,79,798,318,3220,19535,,,3141,79,749,49,310,8,54,-6,18774,761
2020-04-15T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3338,366,3704,9491,13195,140,539,3019,2015,18229,75664,,,17690,539,2708,311,1927,88,367,-1,71678,3986
2020-04-15T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,592,73,665,1908,2573,21,66,323,288,3184,34518,,,3118,66,288,35,278,10,62,11,33071,1447
2020-04-15T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,107,26,133,737,870,-30,23,208,83,1161,12395,,,1138,23,158,50,80,3,24,2,11893,502
2020-04-15T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,541,49,590,1491,2081,10,34,273,181,2535,39867,,,2501,34,255,18,175,6,53,-4,37877,1990
2020-04-15T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,977,216,1193,5224,6417,65,139,693,556,7666,86348,,,7527,139,637,56,538,18,225,-9,82269,4079
2020-04-15T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,122,37,159,423,582,-40,1,686,54,1322,20258,,,1321,1,646,40,53,1,37,0,18956,1302
2020-04-15T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,112,11,123,425,548,-11,11,289,121,958,3894,,,947,11,270,19,118,3,14,-3,3726,168
2020-04-15T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1402,219,1621,9168,10789,53,192,2895,940,14624,216344,,,14432,192,2790,105,906,34,233,-14,208878,7466
