data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi
2020-04-20T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,320,38,358,1704,2062,75,91,287,263,2612,27942,,,2521,91,276,11,258,5,40,-2,27791,151
2020-04-20T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,59,7,66,176,242,-5,0,76,24,342,6868,,,342,0,71,5,24,0,8,-1,6528,340
2020-04-20T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,140,7,147,681,828,-16,3,135,75,1038,24373,,,1035,3,116,19,75,0,6,1,23760,613
2020-04-20T17:00:00,ITA,15,Campania,40.83956555,14.25084984,586,61,647,2372,3019,-3,45,746,309,4074,51090,,,4029,45,703,43,304,5,61,0,48187,2903
2020-04-20T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3144,283,3427,10095,13522,-30,307,6266,3079,22867,129530,,,22560,307,5985,281,3023,56,289,-6,124916,4614
2020-04-20T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,140,22,162,1028,1190,-147,30,1346,239,2775,45161,,,2745,30,1183,163,225,14,25,-3,44622,539
2020-04-20T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1388,185,1573,2792,4365,44,60,1101,349,5815,97823,,,5755,60,1093,8,341,8,185,0,91807,6016
2020-04-20T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,878,102,980,2516,3496,6,141,2216,957,6669,33007,,,6528,141,2110,106,928,29,101,1,31551,1456
2020-04-20T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,10138,901,11039,23548,34587,90,735,20008,12376,66971,270486,,,66236,735,19526,482,12213,163,922,-21,264155,6331
2020-04-20T17:00:00,ITA,11,Marche,43.61675973,13.5188753,792,80,872,2340,3212,30,57,1792,822,5826,42782,,,5769,57,1780,12,807,15,86,-6,41474,1308
2020-04-20T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,2,29,184,213,-2,2,50,18,281,3783,,,279,2,47,3,17,1,4,-2,3584,199
2020-04-20T17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,160,19,179,1361,1540,-26,14,605,249,2394,31381,,,2380,14,569,36,245,4,23,-4,30361,1020
2020-04-20T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,272,40,312,1617,1929,-42,58,1295,366,3590,26211,,,3532,58,1201,94,360,6,41,-1,24388,1823
2020-04-20T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3299,301,3600,10957,14557,87,292,4383,2409,21349,99669,,,21057,292,4256,127,2331,78,305,-4,96569,3100
2020-04-20T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,584,66,650,2160,2810,24,38,431,326,3567,44189,,,3529,38,427,4,316,10,60,6,42598,1591
2020-04-20T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,115,21,136,718,854,-10,13,288,86,1228,15328,,,1215,13,265,23,86,0,22,-1,14859,469
2020-04-20T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,526,39,565,1645,2210,8,42,346,203,2759,51373,,,2717,42,315,31,200,3,41,-2,49772,1601
2020-04-20T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,850,182,1032,5536,6568,72,135,1272,667,8507,105857,,,8372,135,1239,33,637,30,192,-10,103975,1882
2020-04-20T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,113,29,142,282,424,-12,1,867,58,1349,25562,,,1348,1,854,13,58,0,30,-1,25170,392
2020-04-20T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,102,8,110,438,548,-14,0,413,127,1088,4799,,,1088,0,401,12,125,2,10,-2,4677,122
2020-04-20T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1273,180,1453,8608,10061,-149,192,4954,1112,16127,260810,,,15935,192,4638,316,1087,25,184,-4,255797,5013
