data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-04-24T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,327,28,355,1724,2079,-21,18,438,286,2803,32397,25397,,,2785,18,405,33,280,6,31,-3,31187,1210,24751,646
2020-04-24T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,59,7,66,163,229,0,4,107,24,360,9026,9026,,,356,4,103,4,24,0,7,0,8511,515,8511,515
2020-04-24T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,123,7,130,691,821,-2,10,178,80,1079,28764,26811,,,1069,10,170,8,76,4,7,0,27869,895,26187,624
2020-04-24T17:00:00,ITA,15,Campania,40.83956555,14.25084984,524,44,568,2375,2943,-35,44,1003,336,4282,61331,40053,,,4238,44,928,75,332,4,47,-3,58324,3007,38679,1374
2020-04-24T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2807,264,3071,9438,12509,-336,247,8158,3303,23970,151505,102495,,,23723,247,7609,549,3269,34,266,-2,146146,5359,99714,2781
2020-04-24T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,136,16,152,1168,1320,185,24,1304,258,2882,55502,35547,,,2858,24,1467,-163,256,2,18,-2,52918,2584,34057,1490
2020-04-24T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1396,184,1580,2912,4492,6,78,1256,384,6132,114317,86545,,,6054,78,1193,63,375,9,186,-2,111073,3244,26298,60247
2020-04-24T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,760,87,847,2590,3437,-29,124,2660,1076,7173,39563,26040,,,7049,124,2536,124,1047,29,91,-4,37842,1721,25045,995
2020-04-24T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,8791,756,9547,24821,34368,495,1091,23782,13106,71256,314298,196406,,,70165,1091,23352,430,12940,166,790,-34,302715,11583,190451,5955
2020-04-24T17:00:00,ITA,11,Marche,43.61675973,13.5188753,705,61,766,2507,3273,43,76,1890,865,6028,49163,33113,,,5952,76,1865,25,857,8,71,-10,47662,1501,31673,1440
2020-04-24T17:00:00,ITA,14,Molise,41.55774754,14.65916051,19,1,20,180,200,2,3,67,20,287,4805,4718,,,284,3,66,1,20,0,1,0,4564,241,4478,240
2020-04-24T17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,148,16,164,929,1093,-401,21,1100,263,2456,35062,17024,,,2435,21,680,420,261,2,17,-1,33994,1068,16442,582
2020-04-24T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,224,28,252,1575,1827,-44,49,1560,389,3776,29779,19250,,,3727,49,1474,86,382,7,29,-1,28240,1539,18656,594
2020-04-24T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2918,257,3175,12216,15391,239,682,5732,2699,23822,125300,89392,,,23140,682,5358,374,2630,69,261,-4,117970,7330,84648,4744
2020-04-24T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,496,51,547,2386,2933,-3,42,565,383,3881,52472,51517,,,3839,42,531,34,372,11,55,-4,50410,2062,49403,2114
2020-04-24T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,95,19,114,690,804,-13,3,351,102,1257,19889,18050,,,1254,3,339,12,98,4,20,-1,17844,2045,16094,1956
2020-04-24T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,461,32,493,1827,2320,19,55,443,218,2981,65165,63626,,,2926,55,412,31,213,5,34,-2,62150,3015,62150,1476
2020-04-24T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,738,159,897,5236,6133,-38,97,2002,742,8877,121336,96180,,,8780,97,1886,116,723,19,168,-9,118177,3159,94426,1754
2020-04-24T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,94,19,113,209,322,-33,1,979,62,1363,30524,20733,,,1362,1,946,33,61,1,19,0,29011,1513,19627,1106
2020-04-24T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,88,7,95,259,354,-109,4,617,129,1100,5262,4454,,,1096,4,506,111,127,2,9,-2,5227,35,4133,321
2020-04-24T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1159,130,1289,8390,9679,-246,348,6306,1244,17229,296896,181473,,,16881,348,5750,556,1206,38,140,-10,288075,8821,177154,4319
