data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-09-28T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,54,4,58,799,857,-5,4,3048,479,3763,621,4384,196626,126392,,4380,4,3040,8,478,1,5,-1,196437,189,126265,127
2020-09-28T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,13,1,14,259,273,7,7,468,29,425,345,770,71212,70392,,763,7,468,0,29,0,1,0,71026,186,70206,186
2020-09-28T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,36,2,38,508,546,2,5,1311,100,1159,798,1957,198390,196284,,1952,5,1308,3,100,0,2,0,197415,975,195309,975
2020-09-28T17:00:00,ITA,15,Campania,40.83956555,14.25084984,412,30,442,5298,5740,150,295,5968,461,10572,1597,12169,584072,374216,,11874,295,5824,144,460,1,30,0,578480,5592,371640,2576
2020-09-28T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,201,15,216,4469,4685,3,85,25946,4482,30912,4201,35113,1155920,658254,,35028,85,25864,82,4482,0,15,0,1150825,5095,655624,2630
2020-09-28T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,18,6,24,697,721,1,2,3538,351,4261,349,4610,403262,179938,,4608,2,3537,1,351,0,6,0,402562,700,179595,343
2020-09-28T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,640,41,681,6240,6921,112,211,8215,910,7929,8117,16046,858334,716730,,15835,211,8119,96,907,3,38,3,850428,7906,710057,6673
2020-09-28T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,145,24,169,1601,1770,32,109,9825,1600,9545,3650,13195,304579,163180,,13086,109,9749,76,1599,1,22,2,302604,1975,162174,1006
2020-09-28T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,306,31,337,8997,9334,97,119,80041,16948,94891,11432,106323,2076349,1293542,,106204,119,80021,20,16946,2,31,0,2068416,7933,1288690,4852
2020-09-28T17:00:00,ITA,11,Marche,43.61675973,13.5188753,25,4,29,733,762,2,5,6154,990,7906,0,7906,243132,143293,,7901,5,6151,3,990,0,2,2,242750,382,143076,217
2020-09-28T17:00:00,ITA,14,Molise,41.55774754,14.65916051,4,1,5,132,137,-4,4,487,24,608,40,648,42559,41105,,644,4,479,8,24,0,1,0,41845,714,40403,702
2020-09-28T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,26,0,26,534,560,13,25,2662,292,3514,0,3514,173727,90576,,3489,25,2650,12,292,0,0,0,172727,1000,90172,404
2020-09-28T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,11,0,11,604,615,17,20,4921,406,3721,2221,5942,226544,97622,,5922,20,4919,2,405,1,0,0,226336,208,97509,113
2020-09-28T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,180,12,192,2492,2684,51,94,28287,4161,23202,11930,35132,707709,428535,,35038,94,28244,43,4161,0,10,2,704623,3086,426733,1802
2020-09-28T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,214,15,229,2190,2419,15,90,4600,592,2337,5274,7611,400565,285597,per 868 casi non e' disponibile la provenienza,7521,90,4527,73,590,2,12,3,399109,1456,283877,1720
2020-09-28T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,109,17,126,1843,1969,5,37,1648,150,1932,1835,3767,185834,157411,,3730,37,1617,31,149,1,18,-1,184499,1335,156237,1174
2020-09-28T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,294,15,309,2434,2743,84,102,3733,309,4458,2327,6785,471085,346506,,6683,102,3716,17,308,1,14,1,468671,2414,345016,1490
2020-09-28T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,93,22,115,3278,3393,-14,85,10098,1160,11759,2892,14651,728049,489436,,14566,85,10002,96,1157,3,23,-1,723653,4396,486576,2860
2020-09-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,38,3,41,467,508,7,11,1792,85,1655,730,2385,200751,120628,,2374,11,1788,4,85,0,3,0,200150,601,120300,328
2020-09-28T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,3,0,3,62,65,-1,1,1089,146,1169,131,1300,28765,19888,,1299,1,1087,2,146,0,0,0,28662,103,19826,62
2020-09-28T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,155,21,176,3445,3621,131,183,21359,2176,21124,6032,27156,1880709,733252,,26973,183,21307,52,2176,0,21,0,1875846,4863,731147,2105
