data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-10-07T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,88,6,94,1004,1098,40,61,3132,485,4002,713,4715,213635,136225,"Dai positivi è stato sottratto un caso comunicato il 5/10 già in carico ad altra regione
",4655,60,3113,19,81,7,484,1,6,0,211128,2507,134677,1548
2020-10-07T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,35,0,35,379,414,11,15,504,35,433,520,953,78669,77839,N.B.: N. 10 CASI POSITIVI ODIERNI E SEGNALATI NEL COMPUTO TOTALE DEI NUOVI CASI SI RIFERISCONO  A RESIDENTI IN ISOLAMENTO IN PUGLIA CHE HANNO UTILIZZATO PER L'ESECUZIONE E LA DIAGNOSI DI SARS CoV-2 LABORATORI ACCREDITATI DELLA REGIONE BASILICATA.,938,15,502,2,30,5,33,2,2,-2,77909,760,77079,760
2020-10-07T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,37,1,38,553,591,6,16,1432,102,1159,966,2125,214329,212223,,2109,16,1422,10,38,-1,102,0,1,0,212328,2001,210222,2001
2020-10-07T17:00:00,ITA,15,Campania,40.83956555,14.25084984,520,52,572,7771,8343,366,544,6895,469,13925,1782,15707,644967,422215,,15163,544,6718,177,488,32,468,1,47,5,637463,7504,416074,6141
2020-10-07T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,223,14,237,5058,5295,141,193,26668,4491,31585,4869,36454,1246110,698835,,36261,193,26617,51,212,11,4490,1,13,1,1231229,14881,691551,7284
2020-10-07T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,26,6,32,913,945,37,72,3734,355,4632,402,5034,434417,192089,,4962,72,3699,35,24,2,355,0,5,1,429243,5174,190029,2060
2020-10-07T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,808,48,856,7724,8580,290,357,8855,954,8713,9676,18389,960623,795451,,18032,357,8794,61,774,34,948,6,44,4,948715,11908,786768,8683
2020-10-07T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,196,24,220,1812,2032,107,176,10676,1614,10046,4276,14322,332815,177511,,14146,176,10609,67,178,18,1612,2,23,1,329089,3726,175730,1781
2020-10-07T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,339,40,379,9498,9877,368,520,82331,16978,96683,12503,109186,2232796,1395667,,108666,520,82184,147,320,19,16973,5,40,0,2211227,21569,1380719,14948
2020-10-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,31,5,36,1016,1052,70,84,6240,992,8284,0,8284,259255,152490,,8200,84,6226,14,29,2,992,0,6,-1,256738,2517,150966,1524
2020-10-07T17:00:00,ITA,14,Molise,41.55774754,14.65916051,4,0,4,134,138,0,1,521,25,642,42,684,46052,44539,,683,1,520,1,3,1,25,0,0,0,45628,424,44119,420
2020-10-07T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,21,1,22,645,667,37,55,2775,292,3734,0,3734,185938,96289,,3679,55,2757,18,21,0,292,0,0,1,184296,1642,95487,802
2020-10-07T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,18,0,18,631,649,-14,32,5241,406,3807,2489,6296,241600,102992,,6264,32,5195,46,22,-4,406,0,0,0,239599,2001,102600,392
2020-10-07T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,297,15,312,3412,3724,142,287,28962,4172,24075,12783,36858,763688,456021,,36571,287,28819,143,293,4,4170,2,15,0,756165,7523,452847,3174
2020-10-07T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,251,23,274,2859,3133,142,196,4883,603,2502,6117,8619,435524,309260,per 868 casi non e' disponibile la provenienza,8423,196,4829,54,244,7,603,0,21,2,430702,4822,306067,3193
2020-10-07T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,128,19,147,2243,2390,65,101,1931,160,2101,2380,4481,204430,172673,,4380,101,1898,33,125,3,157,3,19,0,202374,2056,170991,1682
2020-10-07T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,375,30,405,3144,3549,101,213,4345,326,5299,2921,8220,522159,378610,,8007,213,4237,108,368,7,322,4,28,2,515580,6579,374604,4006
2020-10-07T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,123,28,151,4279,4430,231,300,10673,1170,12593,3680,16273,797046,535058,,15973,300,10606,67,117,6,1168,2,28,0,787032,10014,528501,6557
2020-10-07T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,44,8,52,756,808,60,65,1928,86,1742,1080,2822,218766,135552,,2757,65,1923,5,45,-1,86,0,5,3,216488,2278,129274,6278
2020-10-07T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,4,1,5,102,107,14,15,1113,146,1227,139,1366,30395,20931,,1351,15,1112,1,5,-1,146,0,1,0,30131,264,20774,157
2020-10-07T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,214,16,230,4524,4754,228,375,22464,2200,21700,7718,29418,2006188,784296,,29043,375,22319,145,208,6,2198,2,15,1,1991024,15164,777300,6996
