data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-10-16T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,167,11,178,1972,2150,157,178,3184,491,4828,997,5825,237943,150236,,5648,177,3164,20,159,8,491,0,10,1,234275,3668,148088,2148
2020-10-16T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,36,0,36,547,583,44,57,548,38,437,732,1169,86551,85721,,1112,57,536,12,36,0,37,1,0,0,85435,1116,84605,1116
2020-10-16T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,51,4,55,849,904,45,102,1581,104,1159,1430,2589,233393,231287,,2487,102,1524,57,51,0,104,0,3,1,230635,2758,228529,2758
2020-10-16T17:00:00,ITA,15,Campania,40.83956555,14.25084984,786,67,853,13501,14354,1110,1261,8180,499,20983,2050,23033,737227,498492,,21772,1261,8032,148,762,24,496,3,66,1,723005,14222,487147,11345
2020-10-16T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,404,61,465,7568,8033,512,544,27155,4504,33382,6310,39692,1352796,748337,,39148,544,27124,31,392,12,4503,1,49,12,1339233,13563,742503,5834
2020-10-16T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,45,12,57,1742,1799,152,165,3935,359,5622,471,6093,470467,206998,,5928,165,3923,12,32,13,358,1,11,1,465140,5327,205301,1697
2020-10-16T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1004,98,1102,11215,12317,712,795,9473,1006,10030,12766,22796,1095576,901184,,22001,795,9395,78,969,35,1001,5,90,8,1076138,19438,884989,16195
2020-10-16T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,347,32,379,2862,3241,128,585,12408,1632,11989,5292,17281,367942,194933,,16696,585,11957,451,316,31,1626,6,26,6,362962,4980,192467,2466
2020-10-16T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,834,71,905,18223,19128,2078,2419,84958,17044,104276,16854,121130,2442250,1527182,,118711,2419,84624,334,726,108,17037,7,72,-1,2411663,30587,1508334,18848
2020-10-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,73,10,83,1671,1754,90,115,6387,992,9133,0,9133,278711,163367,,9018,115,6362,25,61,12,992,0,9,1,276513,2198,162176,1191
2020-10-16T17:00:00,ITA,14,Molise,41.55774754,14.65916051,8,0,8,257,265,14,21,573,26,819,45,864,52400,49359,,843,21,566,7,7,1,26,0,0,0,51862,538,48828,531
2020-10-16T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,66,6,72,1231,1303,110,128,2897,293,4493,0,4493,200042,103548,,4365,128,2879,18,60,6,293,0,3,3,197890,2152,102467,1081
2020-10-16T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,20,0,20,705,725,57,111,5574,416,3931,2784,6715,257811,107156,,6604,111,5521,53,20,0,415,1,0,0,255435,2376,106544,612
2020-10-16T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,658,43,701,7357,8058,750,821,29643,4194,25387,16508,41895,838419,493847,,41074,821,29576,67,595,63,4190,4,40,3,828712,9707,489887,3960
2020-10-16T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,326,26,352,4321,4673,264,313,5431,630,3007,7727,10734,478743,338385,Per 871 casi non ̬ disponibile la provenienza,10421,313,5387,44,319,7,625,5,26,0,473161,5582,334382,4003
2020-10-16T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,187,29,216,2879,3095,71,133,2470,171,2403,3333,5736,223799,189006,,5603,133,2410,60,180,7,169,2,28,1,221349,2450,186956,2050
2020-10-16T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,471,58,529,5405,5934,447,578,4975,360,7238,4031,11269,583340,416980,,10691,578,4854,121,468,3,350,10,52,6,575631,7709,411784,5196
2020-10-16T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,308,51,359,8156,8515,609,755,11315,1187,16194,4823,21017,890317,598910,,20262,755,11171,144,276,32,1185,2,46,5,878817,11500,591385,7525
2020-10-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,75,15,90,1871,1961,144,198,2158,91,1940,2270,4210,246365,145535,,4012,198,2104,54,74,1,91,0,12,3,243404,2961,144075,1460
2020-10-16T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,13,4,17,365,382,22,27,1132,146,1499,161,1660,32618,22334,,1633,27,1127,5,14,-1,146,0,3,1,32441,177,22227,107
2020-10-16T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,299,40,339,7799,8138,530,704,23895,2244,22660,11617,34277,2121494,828067,,33573,704,23728,167,279,20,2237,7,40,0,2114126,7368,825788,2279
