data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-10-23T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,228,16,244,3285,3529,153,234,3293,503,5743,1582,7325,259623,162471,,7091,234,3214,79,208,20,501,2,16,0,256324,3299,160689,1782
2020-10-23T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,54,4,58,849,907,79,89,621,42,459,1111,1570,94027,93187,,1481,89,611,10,48,6,42,0,4,0,92593,1434,91753,1434
2020-10-23T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,100,9,109,1586,1695,158,159,1645,105,1159,2286,3445,251288,249135,,3286,159,1644,1,86,14,105,0,8,1,248178,3110,246034,3101
2020-10-23T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1090,98,1188,23447,24635,2074,2280,9107,563,32025,2280,34305,830767,571147,,32025,2280,8913,194,1037,53,551,12,94,4,814966,15801,558506,12641
2020-10-23T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,657,86,743,11771,12514,851,888,27304,4547,35818,8547,44365,1449195,790989,,43477,888,27277,27,636,21,4537,10,86,0,1433217,15978,783681,7308
2020-10-23T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,88,19,107,2370,2477,252,340,4569,369,6792,623,7415,497736,216003,,7075,340,4482,87,83,5,368,1,14,5,492435,5301,214444,1559
2020-10-23T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1354,135,1489,18332,19821,1290,1389,10108,1081,12311,18699,31010,1249561,1021323,,29621,1389,10020,88,1293,61,1070,11,131,4,1227104,22457,1002866,18457
2020-10-23T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,598,33,631,4838,5469,403,778,14210,1680,15062,6297,21359,399461,209220,,20581,778,13842,368,540,58,1673,7,34,-1,394365,5096,207034,2186
2020-10-23T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2013,184,2197,35753,37950,4432,4916,88536,17159,119459,24186,143645,2647681,1655276,,138729,4916,88059,477,1685,328,17152,7,156,28,2610718,36963,1633109,22167
2020-10-23T17:00:00,ITA,11,Marche,43.61675973,13.5188753,152,22,174,2875,3049,425,453,6596,1000,10645,0,10645,297179,173274,,10192,453,6570,26,133,19,998,2,19,3,292862,4317,171050,2224
2020-10-23T17:00:00,ITA,14,Molise,41.55774754,14.65916051,13,1,14,480,494,44,56,606,26,1078,48,1126,58164,54552,,1070,56,594,12,13,0,26,0,1,0,57578,586,53975,577
2020-10-23T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,106,8,114,2468,2582,264,269,2940,296,5818,0,5818,213835,110930,,5549,269,2935,5,106,0,296,0,8,0,211011,2824,109343,1587
2020-10-23T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,65,3,68,1061,1129,160,207,5974,423,4280,3246,7526,271097,110387,,7319,207,5927,47,57,8,423,0,1,2,267600,3497,109669,718
2020-10-23T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1362,84,1446,15016,16462,1682,2032,31002,4236,27151,24549,51700,919629,547164,,49668,2032,30661,341,1226,136,4227,9,79,5,906964,12665,537462,9702
2020-10-23T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,479,52,531,6297,6828,549,590,5926,646,3724,9676,13400,513235,364270,,12810,590,5886,40,448,31,645,1,50,2,507982,5253,359262,5008
2020-10-23T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,275,36,311,3975,4286,293,349,2768,181,2902,4333,7235,242374,205575,,6886,349,2712,56,264,11,181,0,36,0,238628,3746,202306,3269
2020-10-23T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,593,89,682,8454,9136,596,730,5772,408,9894,5422,15316,630011,447704,,14586,730,5649,123,588,5,397,11,89,0,621996,8015,442472,5232
2020-10-23T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,574,82,656,13718,14374,1113,1290,12290,1237,21997,5904,27901,973655,653719,Sono stati effettuati 1726 tamponi antigenici rapidi di cui 978 odierni,26611,1290,12121,169,524,50,1229,8,82,0,962277,11378,646277,7442
2020-10-23T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,183,21,204,3426,3630,360,447,2577,100,2287,4020,6307,269993,158186,,5860,447,2493,84,171,12,97,3,22,-1,266398,3595,156285,1901
2020-10-23T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,50,3,53,948,1001,96,97,1166,149,2076,240,2316,37111,23862,,2219,97,1165,1,48,2,149,0,3,0,36671,440,23688,174
2020-10-23T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,515,64,579,13455,14034,1426,1550,24798,2308,23734,17406,41140,2208831,860733,,39590,1550,24681,117,500,15,2301,7,59,5,2192554,16277,854703,6030
