data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-11-05T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,458,36,494,7770,8264,232,571,4273,577,7339,5775,13114,305438,188627,,12543,571,3943,330,427,31,568,9,36,0,301822,3616,186722,1905
2020-11-05T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,90,16,106,2015,2121,127,135,746,56,1079,1844,2923,111519,110599,,2788,135,740,6,89,1,54,2,15,1,109904,1615,109034,1565
2020-11-05T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,217,11,228,4016,4244,351,358,2078,128,1218,5232,6450,289361,286339,,6092,358,2074,4,212,5,124,4,11,0,285949,3412,282942,3397
2020-11-05T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1608,174,1782,56266,58048,3560,3888,14697,756,70863,2638,73501,1051304,721021,,69613,3888,14386,311,1569,39,739,17,175,-1,1031736,19568,706058,14963
2020-11-05T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1588,177,1765,30211,31976,2002,2180,28403,4712,45945,19146,65091,1674462,890032,In seguito a verifica sui dati sono stati eliminati 3 casi in quanto giudicati non casi COVID-19.,62914,2177,28241,162,1554,34,4699,13,161,16,1654130,20332,882474,7558
2020-11-05T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,268,44,312,6067,6379,398,546,6008,423,11257,1553,12810,561085,236298,,12264,546,5869,139,215,53,414,9,40,4,555640,5445,234748,1550
2020-11-05T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2508,222,2730,41560,44290,2407,2735,12374,1344,18498,39510,58008,1562559,1275067,,55273,2735,12081,293,2317,191,1309,35,217,5,1532276,30283,1249929,25138
2020-11-05T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1236,76,1312,9911,11223,756,1208,20239,1863,23424,9901,33325,469913,241779,,32117,1208,19816,423,1196,40,1834,29,77,-1,463326,6587,238930,2849
2020-11-05T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5318,522,5840,106684,112524,7791,8822,102502,17987,183660,49353,233013,3125958,1935518,,224191,8822,101610,892,5018,300,17848,139,507,15,3084414,41544,1912351,23167
2020-11-05T17:00:00,ITA,11,Marche,43.61675973,13.5188753,421,56,477,8150,8627,629,698,7298,1034,16759,200,16959,335105,197050,,16261,698,7231,67,398,23,1032,2,54,2,331756,3349,194702,2348
2020-11-05T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,7,34,1301,1335,93,107,746,42,2073,50,2123,67480,63121,,2016,107,733,13,28,-1,41,1,7,0,66717,763,62366,755
2020-11-05T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,335,33,368,7180,7548,752,762,2985,326,10859,0,10859,246883,126245,,10097,762,2979,6,309,26,322,4,33,0,242847,4036,124578,1667
2020-11-05T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,224,15,239,2097,2336,18,320,7402,454,5706,4486,10192,301199,116471,,9872,320,7103,299,211,13,451,3,11,4,297948,3251,115721,750
2020-11-05T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3698,249,3947,40027,43974,2397,3171,36086,4520,37804,46776,84580,1095992,687826,,81409,3171,35351,735,3525,173,4481,39,233,16,1079137,16855,675549,12277
2020-11-05T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,745,122,867,13956,14823,590,850,7323,789,6492,16443,22935,586832,419182,per 889 casi non e' disponibile la provenienza,22085,850,7089,234,745,0,763,26,116,6,579289,7543,412674,6508
2020-11-05T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,340,46,386,6982,7368,320,413,3438,247,4191,6862,11053,282377,239432,,10640,413,3351,87,344,-4,241,6,45,1,278341,4036,236425,3007
2020-11-05T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,1147,157,1304,17222,18526,908,1322,8282,594,17045,10357,27402,728244,509301,,26080,1322,7893,389,1105,42,569,25,148,9,718747,9497,503610,5691
2020-11-05T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1387,202,1589,35893,37482,2018,2273,16136,1470,44373,10715,55088,1164607,771596,"effettuati 17941 tamponi rapidi antigenici di cui 1291 odierni.
la Regione Toscana comunica che il numero dei decessi a ieri era 1445, e non 1461.
",52815,2273,15890,246,1319,68,1445,25,197,5,1148233,16374,760985,10611
2020-11-05T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,319,50,369,8020,8389,553,768,4270,165,3674,9150,12824,316038,182633,,12056,768,4066,204,307,12,154,11,49,1,311270,4768,180154,2479
2020-11-05T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,160,12,172,1980,2152,28,114,1493,189,3375,459,3834,43640,26872,,3720,114,1415,78,152,8,181,8,11,1,43115,525,26668,204
2020-11-05T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1162,164,1326,39393,40719,3183,3264,25560,2516,25539,43256,68795,2397655,930576,,65531,3264,25517,43,1076,86,2478,38,149,15,2381170,16485,924415,6161
