data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-11-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,545,59,604,12018,12622,714,939,5420,671,9457,9256,18713,340656,205812,,17774,939,5205,215,567,-22,661,10,57,2,335473,5183,203208,2604
2020-11-14T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,144,21,165,3668,3833,233,265,910,78,1662,3159,4821,125266,124396,TOTALI TAMPONI EFFETTUATI/CASI TESTATI E TOTALE CASI POSITIVI RESIDENTI IN REGIONE BASILICATA IN CORSO DI REVISIONE.,4556,265,883,27,141,3,73,5,23,-2,123016,2250,122141,2255
2020-11-14T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,345,26,371,6615,6986,309,333,2594,169,1411,8338,9749,317254,314068,,9416,333,2575,19,338,7,164,5,27,-1,313881,3373,310710,3358
2020-11-14T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2080,184,2264,82982,85246,2026,3351,21176,994,104709,2707,107416,1242244,872094,,104065,3351,19878,1298,2153,-73,967,27,183,1,1221582,20662,854598,17496
2020-11-14T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2243,231,2474,48088,50562,2406,2637,30129,5008,56229,29470,85699,1846431,965000,In seguito a verifica sui dati comunicati nei giorni passati sono stati eliminati 6 casi in quanto giudicati non casi COVID-19.,83068,2631,29947,182,2164,79,4965,43,225,6,1824983,21448,956466,8534
2020-11-14T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,378,45,423,9106,9529,378,558,8284,516,15816,2513,18329,615669,252095,,17771,558,8114,170,366,12,506,10,47,-2,610398,5271,250805,1290
2020-11-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3076,273,3349,61609,64958,2559,2997,15079,1625,24255,57407,81662,1812070,1471685,,78665,2997,14680,399,3018,58,1586,39,260,13,1782248,29822,1446989,24696
2020-11-14T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1402,108,1510,13824,15334,449,1091,25133,2088,29720,12835,42555,522497,264030,,41464,1091,24521,612,1372,30,2058,30,110,-2,516330,6167,261534,2496
2020-11-14T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7621,817,8438,147841,156279,5010,8129,137255,19186,236852,75868,312720,3511792,2135880,,304591,8129,134294,2961,7319,302,19028,158,801,16,3476242,35550,2115026,20854
2020-11-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,484,74,558,12861,13419,585,779,8088,1102,22500,109,22609,365075,214152,"soni stati scorporati i dati del pronto soccorso dai ricoverati, non essendo ancora ricoverati",21830,779,7902,186,559,-75,1094,8,74,0,360800,4275,211777,2375
2020-11-14T17:00:00,ITA,14,Molise,41.55774754,14.65916051,55,6,61,1869,1930,51,121,914,66,2860,50,2910,74598,69735,,2789,121,848,66,55,0,62,4,7,-1,73624,974,68894,841
2020-11-14T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,456,44,500,9559,10059,345,690,6236,379,16674,0,16674,272538,137003,"TOTALE TEST ANTIGENICI RAPIDI EFFETTUATI : 1337
TOTALE TEST ANTIGENICI RAPIDI POSITIVI : 332
TOTALE POSITIVI AL TEST ANTIGENICO E SINTOMATICI : 61",15984,690,5896,340,453,3,374,5,41,3,269673,2865,135924,1079
2020-11-14T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,355,31,386,2448,2834,-86,206,8950,516,6606,5694,12300,327667,121696,,12094,206,8669,281,353,2,505,11,30,1,323655,4012,120800,896
2020-11-14T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,4902,360,5262,63953,69215,2561,4471,47567,5001,50978,70805,121783,1259309,798081,,117312,4471,45694,1873,4890,12,4964,37,353,7,1239594,19715,785558,12523
2020-11-14T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1289,178,1467,22533,24000,1489,1741,8560,973,9536,23997,33533,656347,466554,Per 1281 casi non ̬ disponibile la provenienza,31792,1741,8324,236,1249,40,957,16,158,20,646602,9745,459534,7020
2020-11-14T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,506,59,565,9417,9982,289,396,4513,318,5859,8954,14813,317869,268876,,14417,396,4411,102,472,34,313,5,57,2,313844,4025,265279,3597
2020-11-14T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,1462,215,1677,26129,27806,1520,1729,11444,860,24924,15186,40110,809193,560736,,38381,1729,11258,186,1450,12,837,23,210,5,799919,9274,554557,6179
2020-11-14T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1679,266,1945,49116,51061,932,2420,23854,1835,61678,15072,76750,1313187,848164,,74330,2420,22408,1446,1656,23,1793,42,265,1,1294003,19184,839613,8551
2020-11-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,361,68,429,10347,10776,386,579,7201,242,5077,13142,18219,356390,201299,,17640,579,7016,185,359,2,234,8,68,0,351691,4699,199394,1905
2020-11-14T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,146,13,159,2140,2299,-64,245,2564,240,4513,590,5103,49650,29478,,4858,245,2261,303,149,-3,234,6,15,-2,48853,797,29189,289
2020-11-14T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1869,228,2097,57608,59705,2417,3578,35563,2816,27166,70918,98084,2547409,984607,Tamponi antigenici 577.984,94506,3578,34454,1109,1831,38,2764,52,219,9,2529005,18404,978328,6279
