data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-12-22T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,534,41,575,11673,12248,-418,86,20235,1137,,,33620,491911,263051,,2,,,33534,86,19739,496,555,-21,1129,8,43,-2,489572,2339,262333,718
2020-12-22T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,93,8,101,5831,5932,-33,70,3964,228,,,10124,176525,114447,"N.4 decessi sono da attribuire a casi positivi per SARS CoV-2 non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",2,,,10054,70,3865,99,91,2,224,4,8,0,174938,1587,113832,615
2020-12-22T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,292,23,315,8156,8471,150,232,12588,434,,,21493,418640,402647,,2,,,21261,232,12511,77,300,-8,429,5,22,1,415795,2845,400730,1917
2020-12-22T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1529,118,1647,79612,81259,-2273,791,98167,2624,,,182050,1927864,1299748,,0,,,181259,791,95128,3039,1571,-42,2599,25,120,-2,1917679,10185,1298769,979
2020-12-22T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2891,210,3101,56645,59746,-2308,1162,91411,7188,,,158345,2451777,1189534,In seguito a verifica sui dati comunicati nei giorni passati sono stati eliminati 2 casi in quanto giudicati non casi COVID-19.,24,,,157185,1160,88011,3400,2914,-23,7120,68,203,7,2431885,19892,1185099,4435
2020-12-22T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,598,57,655,12561,13216,-31,549,31291,1477,,,45984,880631,328586,"In attesa di ulteriori indicazioni dal Ministero della Salute, i dati relativi a: totale casi positivi, isolamenti, ricoverati TI, ricoverati NON TI e deceduti, includono anche eventuali soggetti con test antigenico rapido positivo",7,,,45435,549,30744,547,607,-9,1444,33,56,1,873224,7407,326689,1897
2020-12-22T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2720,292,3012,72937,75949,-543,1288,72172,3390,,,151511,2599384,1996655,,14,,,150223,1288,70397,1775,2720,0,3334,56,307,-15,2577902,21482,1991424,5231
2020-12-22T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,700,65,765,5703,6468,-120,216,48704,2798,,,57970,680832,314620,,1,I 135297 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,,57754,216,48384,320,688,12,2782,16,70,-5,677043,3789,313395,1225
2020-12-22T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4290,540,4830,56314,61144,-170,2278,376790,24512,,,462446,4672338,2546141,,23,,,460168,2278,374434,2356,4232,58,24420,92,561,-21,4640399,31939,2534888,11253
2020-12-22T17:00:00,ITA,11,Marche,43.61675973,13.5188753,421,61,482,9015,9497,-100,363,26806,1491,,,37794,492948,290686,,2,,,37431,363,26350,456,423,-2,1484,7,63,-2,488786,4162,287928,2758
2020-12-22T17:00:00,ITA,14,Molise,41.55774754,14.65916051,56,8,64,2431,2495,-302,11,3473,175,,,6143,110053,101321,,0,,,6132,11,3160,313,59,-3,175,0,9,-1,109792,261,101104,217
2020-12-22T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,176,23,199,9156,9355,8,102,18214,698,,,28267,347911,158919,,2,,,28165,102,18126,88,179,-3,692,6,22,1,346976,935,158547,372
2020-12-22T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,364,49,413,1590,2003,-69,136,17419,868,,,20290,431700,148396,,3,,"Dei 136 casi odierni, 79 sono molecolari con precedente antigenico positivo",20154,136,17227,192,382,-18,855,13,49,0,430282,1418,148116,280
2020-12-22T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3331,228,3559,33350,36909,-1048,542,145980,7621,,,190510,1624273,963280,,7,,,189968,542,144440,1540,3409,-78,7571,50,230,-2,1617379,6894,960562,2718
2020-12-22T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1421,167,1588,51704,53292,-282,876,26726,2245,,,82263,974063,625438,,53,,,81387,876,25603,1123,1431,-10,2210,35,164,3,963643,10420,621619,3819
2020-12-22T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,526,48,574,15305,15879,-80,184,12307,681,,,28867,454446,380844,,3,,Si segnala il decesso dei pz.:  - 1 uomo 60 anni residente nella Città Metropolitana di Cagliari  - 1 donna 93 anni residente nella Provincia di Oristano  - 1 donna 84 anni residente nella Città Metropolitana di Cagliari  - 1 uomo 82 anni residente nella Provincia del Sud Sardegna  - 1 uomo 76 anni residente nella Provincia di Sassari  - 1 donna 82 anni residente nella Provincia di Sassari  - 1 uomo 74 anni residente nella Provincia di Sassari  - 5 deceduti residenti nella Provincia di Nuoro  ,28683,184,12055,252,542,-16,669,12,48,0,451459,2987,378378,2466
2020-12-22T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,1059,176,1235,32257,33492,-411,894,50397,2203,,,86092,1155288,773208,,7,,,85198,894,49114,1283,1086,-27,2181,22,181,-5,1146599,8689,768070,5138
2020-12-22T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,941,175,1116,10721,11837,-559,309,101212,3495,,,116544,1806133,1035769,,3,"Positivi diagnosticati solo con test antigenico rapido: in questo momento non è procedura adottatata da Regione Toscana, pertanto il valore è pari a zero",,116235,309,100366,846,965,-24,3473,22,185,-10,1797570,8563,1032849,2920
2020-12-22T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,244,44,288,3441,3729,-124,114,23089,578,,,27396,481344,245205,,5,,,27282,114,22855,234,258,-14,574,4,41,3,477564,3780,244063,1142
2020-12-22T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,90,5,95,361,456,-18,33,6249,368,,,7073,60537,36564,,1,,,7040,33,6198,51,84,6,368,0,4,1,60228,309,36399,165
2020-12-22T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,2672,349,3021,99557,102578,1104,3082,114379,5631,,,222588,3144621,1171789,Nei valori riportati per le terapie intensive si è verificato un disallineamento temporale del flusso informativo pertanto per convenzione è stato riportato n. 17 dimissioni da TI invece delle 10 effettive che includono anche i negativizzati.,40,,,219506,3082,112551,1828,2649,23,5481,150,345,4,3128299,16322,1167038,4751
